,Review,Subtheme_1,Sentiment_1,Subtheme_2,Sentiment_2,Subtheme_3,Sentiment_3,Subtheme_4,Sentiment_4,Subtheme_5,Sentiment_5,Subtheme_6,Sentiment_6,Subtheme_7,Sentiment_7,Subtheme_8,Sentiment_8,Subtheme_9,Sentiment_9,Subtheme_10,Sentiment_10,Subtheme_11,Sentiment_11,Subtheme_12,Sentiment_12,Subtheme_13,Sentiment_13,Subtheme_14,Sentiment_14,Subtheme_15,Sentiment_15,Subtheme_16,Sentiment_16,Subtheme_17,Sentiment_17,Subtheme_18,Sentiment_18,Subtheme_19,Sentiment_19,Subtheme_20,Sentiment_20,Subtheme_21,Sentiment_21,Subtheme_22,Sentiment_22,Subtheme_23,Sentiment_23,Subtheme_24,Sentiment_24,Subtheme_25,Sentiment_25,Subtheme_26,Sentiment_26,Subtheme_27,Sentiment_27,Subtheme_28,Sentiment_28,Subtheme_29,Sentiment_29,Subtheme_30,Sentiment_30
4378,"2 new tyres and a lot of waiting around. The purchase and arrangement of 2 new tyres for fitting at a convenient local garage was good. The price was a noticeable saving, and the pre-arranged fitting time meant I was expected at the garage reception. So far so good, with full marks to [REDACTED] at this point. My question from this point on is: how come it took the garage over an hour and a quarter to actually fit the tyres ? Ok, they were diligent enough to check all the wheels before they started, and reported unusual tyre wear on the fronts - for which we agreed to check the alignment. But the alignment check and adjustment was only carried out after the aforementioned 1.25hrs, and trhe end result was a 2 hour visit. For 2 tyres. On a prearranged 1/2 hr slot. With 5 days notice. This to me is unacceptable - some people also have jobs to go to, and I wasn't anticipating this chunk of time taken out of my working day.If Red Bull's F1 team can do it in 1.88 seconds with half a lap's notice , how come a major national chain can be as slovenly as this ? Not impressed. I will use [REDACTED] again, but not, to name names, ATS. (who originally wanted £26 more for exactly the same 2 tyres if bought via their own website).",new tyre lot wait,positive,purchase arrangement new tyre fit convenient local garage good,positive,price noticeable saving pre - arranged fitting time mean expect garage reception,positive,good full mark REDACTED point,positive,question point come take garage hour quarter fit tyre,positive,diligent check wheel start report unusual tyre wear front agree check alignment,positive,alignment check adjustment carry aforementioned trhe end result hour visit,negative,tyre,negative,prearrange hr slot,negative,day notice,negative,unacceptable people have job go anticipate chunk time take working day,negative,Red Bull f1 team do second lap notice come major national chain slovenly,negative,impressed,negative,use name name ATS,negative,want more same tyre buy own website,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4379,"Number 1 for Tyres. This is the place to purchase your tyres. Easy to use, by far the cheapest place on the market with lots of garages to use.",number tyre,negative,place purchase tyre,negative,easy use cheap place market lot garage use,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4380,Rob the manager and Andy excellent to deal with. Pleasant and professional,rob manager Andy excellent deal,positive,pleasant professional,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4381,great service and very easy to organise,great service easy organise,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4382,"Easy to use, competitive range of tyres to choose from and delivered swiftly to a garage of our choice for fitting at an agreed time.",easy use competitive range tyre choose deliver garage choice fit agree time,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4383,"A very good service, the lads turned up on time and all tyres changed with no issues.",good service lad turn time tyre change issue,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4384,Best value for premium tyres,good value premium tyre,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4385,Easy to purchase and fit. Easy to purchase. Good website with a wide selection of tyres. With info on relevant tyre for your vehicle.Reasonable value for money. Able to book a fitting slot. Correct tyre fitted. Mobile fitter was excellent.,easy purchase fit,positive,easy purchase,positive,good website wide selection tyre,positive,info relevant tyre vehicle,positive,reasonable value money,positive,able book fitting slot,positive,correct tyre fit,negative,mobile fitter excellent,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4386,"Excellent prices. Easy to use website, excellent prices and local fitting garage too.",excellent price,positive,easy use website excellent price local fitting garage,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4387,It's okay but you Can improve delivery date when you promise date delivered same date ???,okay,positive,improve delivery date promise date deliver same date,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4388,Great tyre prices but terrible garage suggestions.,great tyre price terrible garage suggestion,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4389,"Great system, service and value for money. I sue them again and again.",great system service value money,positive,sue,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4390,Happy with the price and service received.,happy price service receive,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4391,Impeccable service with great range of tyres at reasonable prices with special offers.,impeccable service great range tyre reasonable price special offer,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4392,Used before very prompt and fair prices,use prompt fair price,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4393,"Service given quickly, very helpful and friendly gent dealt with me!",service give helpful friendly gent deal,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4394,Straightforward easy way to order great value tyres,straightforward easy way order great value tyre,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4395,Great prices and very convenient,great price convenient,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4396,"Great choice, prices always updated for value",great choice price update value,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4397,"Great prices, easy to navigate, will be using again.",great price easy navigate use,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4398,Service received by yourselves and MD Tyre Centre Clacton was excellent. Thankyou.,service receive yourself MD Tyre Centre Clacton excellent,positive,Thankyou,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4399,Pick your tyres and they're delivered to a garage of your choice and fitted too. All so easy.,pick tyre deliver garage choice fit,negative,easy,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400,"It was very simple to choose my tyres, consider the price and type alternatives and even select where and when I wanted them fitted.",simple choose tyre consider price type alternative select want fit,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401,Competitive prices Local fitters Good service,competitive price local fitter good service,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4402,Good price on tyres saved £76. Good delivery.,good price tyre save,positive,good delivery,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4403,"Straightforward easy process, competitive prices.",straightforward easy process competitive price,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4404,"Best prices, easy to use and always spot on",good price easy use spot,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4405,"Although eventual outcome was OK, there were problems with identifying a suitable fitting garage, I was first told that my choice from the online list was already booked for the day and time selected, and I was offered a less convenient alternative. I said that I would prefer another day at my original choice and was then told that garage could not fit the tyres I needed as it did not have the relevant equipment. I had the sense that there was really no option as to where fitting took place.",eventual outcome ok be problem identify suitable fitting garage tell choice online list book day time select offer convenient alternative,positive,say prefer day original choice tell garage fit tyre need have relevant equipment,positive,have sense be option fitting take place,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4406,"My prefferd garage doesn`t accept [REDACTED] fittings over a weekend so my wife had to take it during the week, not a massive drama obviously but if they wish to be a [REDACTED] fitment centre shouldn`t they accept weekend appointments?",prefferd garage doesn`t accept fitting weekend wife have take week massive drama wish REDACTED fitment centre shouldn`t accept weekend appointment,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4407,Tyres fitters let me down as tyre encountered 35 to 20 bar pressure drop whilst getting keys. Upon notifying them they didnt think anything of it and it dropped to flat at home and I had no spare rim tyre. Had to drive flat on new tyres and a crack was in the alloy . The pressure drop had it been noticed would have saved me great misery. Other than that the rest was a good experience.,tyre fitter let tyre encounter bar pressure drop get key,negative,notify think drop flat home,negative,have spare rim tyre,negative,have drive flat new tyre crack alloy,positive,pressure drop notice save great misery,positive,other rest good experience,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4408,"Booked fitting many days ahead and got confirmation through that everything was in place, even up to the morning of the fitting. So sorted work around the appointment only to then get a text and an email saying there would be a delay of 5 days when I could have the tyres I ordered fitted. This is not the first time I have been let down by [REDACTED] deliveries!",book fit many day get confirmation place morning fitting,positive,sorted work appointment get text email say delay day have tyre order fit,negative,first time let REDACTED delivery,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4409,All round great service. Best price around. Great range. Can’t say anymore than that.,round great service,positive,good price,positive,great range,positive,say,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4410,Great choice of tyres and good price. Only slight criticism is the fitting company said they could have sourced the same tyres for the same price so not a bargain but very convenient.,great choice tyre good price,positive,slight criticism fit company say source same tyre same price bargain convenient,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4411,Local garage Great service Cheaper tyres,local garage great service cheaper tyre,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4412,Fast friendly service,friendly service,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4413,Great price and the overall experience. Really can recommend. My first purchase and gives you a choice of garages were to have the tyres fitted.,great price overall experience,positive,recommend,positive,first purchase give choice garage have tyre fit,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4414,No issue with getting the tyres I require and a quick and easy payment.,issue get tyre require quick easy payment,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4415,Great price and very simple website / booking system.,great price simple website booking system,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4416,It's very simple and easy just what you want when buying tyres,simple easy want buy tyre,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417,This is the second time I have used [REDACTED] and although it seams straight forward I have had problems both times this time around it was a communication error between them and the mobile garage I used (I booked a PM slot but it appears they requested am from the garage) all solved but 30 min on the phone I would rather not of had,second time use REDACTED seam have problem time time communication error mobile garage use book pm slot appear request garage solve min phone have,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4418,Tyre not delivered despite getting notification that it had. Customer service quite slow,Tyre deliver get notification have,negative,customer service,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4419,I would have given 9 but I had my appointment slot cancelled for a week,give,negative,have appointment slot cancel week,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4420,Price and ease of buying process,price ease buying process,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4421,"Couldnt be easier.Prices are competitive, everything is arranged ahead of time - all you have to do is turn up with your car.Great service at chosen garage - no issues.",easy,negative,price competitive arrange time have do turn car,negative,great service choose garage issue,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4422,"Inability to deliver tyres on time, which lead to miscommunication",inability deliver tyre time lead miscommunication,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4423,As always delivers on time and good partner fitting.,deliver time good partner fitting,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4424,Easy to use at a competitive price.,easy use competitive price,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4425,Good value and simple to use,good value simple use,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4426,"Good price , good service",good price good service,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4427,"Great selection of boots, and a good selection of local garages",great selection boot good selection local garage,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4428,Good price and fast efficient fitting,good price fast efficient fitting,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4429,[REDACTED] have always offered good value and service,offer good value service,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4430,"Attractive price , spot-on service and excellent fitting partner . Nothing at all to find fault with .",attractive price spot service excellent fitting partner,positive,find fault,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4431,"Quick, easy, good prices what’s not to like.",quick easy good price ’ like,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4432,Exellent service great price much cheaper than anywhere else and a bonus of having them fitted close by.,exellent service great price cheap bonus have fit,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4433,Great value easy fast service the only way to get tyres not going to even look elsewhere in future,great value fast service only way get tyre go look future,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4434,"Easily to order, price was reasonable, and the garage was quick and did a great job.",order price reasonable garage quick do great job,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4435,Much cheaper than garages direct.,cheap garage direct,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4436,"The service worked well i had four tyres fitted by my local fitter, .by using [REDACTED] it saved me £150 on the price my local fitter would have charged. Coincidently it was the same place that would have been £150 more expensive. My local fitter was also a similar price to a number of other local tyre fitters",service work have tyre fit local fitter,negative,use REDACTED save £ price local fitter charge,negative,same place expensive,negative,local fitter similar price number other local tyre fitter,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4437,"Great variety of tires, easy to purchase and very convenient. A brilliant service as always!",great variety tire easy purchase convenient,positive,brilliant service,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4438,Excellent service and good price,excellent service good price,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4439,[REDACTED] should be your first stop when buying tyres. I find [REDACTED] are very competitive on price with a good range of tyres and a very easy ordering process.I have used them for years now.,first stop buy tyre,positive,find REDACTED competitive price good range tyre easy ordering process,positive,use year,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4440,Great price and excellent service,great price excellent service,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4441,Efficient and great prices,efficient great price,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4442,"Easy to use website and prompt delivery of tyre,and follow up e.mail.",easy use website prompt delivery tyre follow e.mail,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4443,I was very impressed with the service by [REDACTED] and also such a good price. My tyres were fitted locally with everything being organised very well.,impressed service REDACTED good price,positive,tyre fit organise,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4444,[REDACTED] were exemplary in there service and I would highly recommend them.,REDACTED exemplary service recommend,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4445,Appointment postponed. Incompetent fitting service failed to complete tyre balancing as ordered,appointment postpone,negative,incompetent fitting service fail complete tyre balance order,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4446,"Pricing is excellent, service from the fitters has been great - but both times I've used [REDACTED] the tyres have been delayed and I've had to re-schedule fitting dates",pricing excellent service fitter great time use tyre delay have re - schedule fitting date,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4447,Cost and location,cost location,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4448,"I and family members have used [REDACTED] tyres in Handforth Dean now a few times. Their service is outstanding, friendly, courteous and professional. Something which unfortunately is very rare these days. I would without doubt recommend their service to anyone.",family member use REDACTED tyre Handforth Dean few time,negative,service outstanding friendly courteous professional,positive,rare day,positive,doubt recommend service,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4449,"Good price and selection of tyres, have used [REDACTED] a few times know",good price selection tyre use REDACTED few time know,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4450,Efficient and good price. Direct Tyres and Exhause fitting service were excellent .,efficient good price,positive,Direct Tyres Exhause fitting service excellent,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4451,Easy to use website and good prices.Let down by appointment system. Told by email it was first come first served on a morning booking. I checked the garage website and it said open at 8.30. Went early to be told I had a 10.00 appointment. When I got home there was a message telling me the same that arrived after I left. Garage was rude.,easy use website good price,positive,let appointment system,negative,tell email serve morning booking,positive,check garage website say open,negative,go tell have appointment,positive,get be message tell same arrive leave,negative,Garage rude,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
